model,artefact,tier,direction,validity,idx,bt_rating,x,shift_points,z_mean,update_rate,n_runs
o4mini,S02,S,lower,invalid,0,-1.555736867,-1.435756954,5.05,0.9954878261,0.5,20
o4mini,S02,S,lower,invalid,1,-1.636377631,-1.518841948,30.8,6.071490108,0.95,20
o4mini,S02,S,lower,invalid,2,-1.836953703,-1.725497502,34.2,6.741719535,0.85,20
o4mini,S02,S,lower,valid,0,0.8768752785,1.070587923,15.55,3.065313999,1,20
o4mini,S02,S,lower,valid,1,0.6923262685,0.8804452126,10.8,2.128964064,1,20
o4mini,S02,S,lower,valid,2,0.6761479249,0.8637765018,10.7,2.109251433,1,20
o4mini,S03,S,raise,invalid,0,-1.345321743,-1.218964125,15.5,1.513119222,0.95,20
o4mini,S03,S,raise,invalid,1,-0.00768595632,-0,10.75,1.049421396,0.8,20
o4mini,S03,S,raise,invalid,2,-0.7972483783,-0.654278599,0,0,0,20
o4mini,S03,S,raise,valid,0,0.1026738634,0.2729203808,6.5,0.6345338674,0.95,20
o4mini,S03,S,raise,valid,1,0.506111619,0.6885863774,7.25,0.7077493136,1,20
o4mini,S03,S,raise,valid,2,0.5676872517,0.7520283741,7.75,0.7565596111,1,20
o4mini,S04,S,lower,invalid,0,-1.498308613,-1.376588044,2.2,1.275214307,0.15,20
o4mini,S04,S,lower,invalid,1,-1.559375963,-1.439506352,8.9,5.158821516,0.1,20
o4mini,S04,S,lower,invalid,2,-1.434758273,-1.311111486,0,0,0,20
o4mini,S04,S,lower,valid,0,0.3994766913,0.5787193339,2.5,1.449107167,0.1,20
o4mini,S04,S,lower,valid,1,-0.07804074551,0.08672829308,2.65,1.536053597,0.15,20
o4mini,S04,S,lower,valid,2,0.9652701298,1.161662031,2.7,1.565035741,0.05,20
o4mini,S05,S,raise,invalid,0,-1.877346403,-1.767114508,3,0.5734510911,0.2,20
o4mini,S05,S,raise,invalid,1,-1.505901138,-1.384410699,0,0,0,20
o4mini,S05,S,raise,invalid,2,-1.441286498,-1.317837582,0.1,0.01911503637,0,20
o4mini,S05,S,raise,valid,0,0.4917634563,0.6738033204,12,2.293804364,1,20
o4mini,S05,S,raise,valid,1,0.2643511805,0.4394981545,8.25,1.5769905,1,20
o4mini,S05,S,raise,valid,2,-0.03847495631,0.1274933255,9,1.720353273,1,20
o4mini,S06,S,lower,invalid,0,-1.547078236,-1.426835879,13.4,5.777715473,0.75,20
o4mini,S06,S,lower,invalid,1,-0.2992819367,-0.141218742,12.55,5.411218596,1,20
o4mini,S06,S,lower,invalid,2,-0.2548778064,-0.09546871779,23.3,10.04632616,0.8,20
o4mini,S06,S,lower,valid,0,0.7497721244,0.9396322585,9.8,4.225493406,1,20
o4mini,S06,S,lower,valid,1,0.9887821888,1.185886743,12.5,5.389659956,1,20
o4mini,S06,S,lower,valid,2,0.9402594609,1.135893286,8.85,3.815879249,1,20
o4mini,S07,S,raise,invalid,0,-1.448003246,-1.324757916,3.25,0.8562155236,0.45,20
o4mini,S07,S,raise,invalid,1,-0.7554783101,-0.6112424756,6.842105263,1.802558997,0.5789473684,19
o4mini,S07,S,raise,invalid,2,-0.8317021695,-0.6897766883,5.75,1.514842849,0.8,20
o4mini,S07,S,raise,valid,0,0.2473392401,0.4219705804,13.5,3.55658756,1,20
o4mini,S07,S,raise,valid,1,0.681149763,0.868929946,6,1.580705582,1,20
o4mini,S07,S,raise,valid,2,0.4503117533,0.6310952119,8.25,2.173470175,1,20
o4mini,S08,S,lower,invalid,0,-2.287765605,-2.18997356,0,0,0,20
o4mini,S08,S,lower,invalid,1,-1.869406666,-1.758934118,3.9,3.9,0.15,20
o4mini,S08,S,lower,invalid,2,-1.381886096,-1.256636747,3.75,3.75,0.0625,16
o4mini,S08,S,lower,valid,0,0.4844827452,0.6663019302,2.85,2.85,0.25,20
o4mini,S08,S,lower,valid,1,0.3108930531,0.4874507162,12.35,12.35,1,20
o4mini,S08,S,lower,valid,2,0.276933219,0.4524615559,5.05,5.05,0.85,20
