model,turn,threshold,weight_family,aggregation,artefact,validity,update_probability,n_rows,weight_sum
o4-mini,2,5,raw_bt_abs,max,S04,invalid,0.06754843042788845,60,92.34121079663235
o4-mini,2,5,raw_bt_abs,max,S04,valid,0.35,60,57.916207788067666
o4-mini,2,5,raw_bt_abs,max,S05,invalid,0.061601773115555154,60,97.78297358419766
o4-mini,2,5,raw_bt_abs,max,S05,valid,1.0,60,20.409316345027953
o4-mini,2,5,raw_bt_abs,max,S06,invalid,0.7406643554347913,60,42.91284219571261
o4-mini,2,5,raw_bt_abs,max,S06,valid,1.0,60,58.356476770137
o4-mini,2,5,raw_bt_abs,max,S07,invalid,0.5639802249760967,59,61.396449538567126
o4-mini,2,5,raw_bt_abs,max,S07,valid,1.0,60,36.252225584964826
o4-mini,2,5,raw_bt_abs,max,S08,invalid,0.09143207038573564,56,111.38051631101321
o4-mini,2,5,raw_bt_abs,max,S08,valid,1.0,60,22.125377029068154
o4-mini,2,5,raw_bt_abs,mean,L01,invalid,0.4306020834076443,60,15.50902964415459
o4-mini,2,5,raw_bt_abs,mean,L01,valid,0.9845023966943844,60,38.82884320860081
o4-mini,2,5,raw_bt_abs,mean,L02,invalid,1.0,60,52.5227063065912
o4-mini,2,5,raw_bt_abs,mean,L02,valid,1.0,60,49.51505555675053
o4-mini,2,5,raw_bt_abs,mean,L03,invalid,0.015121865822012323,59,91.51732489905062
o4-mini,2,5,raw_bt_abs,mean,L03,valid,1.0,60,48.7062836919458
o4-mini,2,5,raw_bt_abs,mean,L04,invalid,0.982175877159187,60,10.843189434194233
o4-mini,2,5,raw_bt_abs,mean,L04,valid,1.0,60,56.95316374088993
o4-mini,2,5,raw_bt_abs,mean,L07,invalid,0.2511832251568205,58,54.50529742010446
o4-mini,2,5,raw_bt_abs,mean,L07,valid,1.0,60,31.60983066386084
o4-mini,2,5,raw_bt_abs,mean,L08,invalid,0.8829459298460658,60,29.80802453602317
o4-mini,2,5,raw_bt_abs,mean,L08,valid,1.0,60,36.051181899520714
o4-mini,2,5,raw_bt_abs,mean,M01,invalid,0.976073755608592,60,43.86022786704092
o4-mini,2,5,raw_bt_abs,mean,M01,valid,1.0,60,45.640430758011405
o4-mini,2,5,raw_bt_abs,mean,M02,invalid,0.1154059785776475,59,98.16251609320555
o4-mini,2,5,raw_bt_abs,mean,M02,valid,1.0,60,26.581771236610713
o4-mini,2,5,raw_bt_abs,mean,M03,invalid,0.866266757075252,60,43.69121749839189
o4-mini,2,5,raw_bt_abs,mean,M03,valid,1.0,60,33.2338577251705
o4-mini,2,5,raw_bt_abs,mean,M04,invalid,0.013007925923565483,59,88.97108468659383
o4-mini,2,5,raw_bt_abs,mean,M04,valid,0.982123580065428,60,32.39784541733905
o4-mini,2,5,raw_bt_abs,mean,M05,invalid,0.916967557849793,59,23.976643368221154
o4-mini,2,5,raw_bt_abs,mean,M05,valid,1.0,60,22.49555054473258
o4-mini,2,5,raw_bt_abs,mean,M06,invalid,1.0,59,11.582898366099519
o4-mini,2,5,raw_bt_abs,mean,M06,valid,1.0,60,57.09788761219436
o4-mini,2,5,raw_bt_abs,mean,M07,invalid,0.3318614388248123,60,69.96565231167455
o4-mini,2,5,raw_bt_abs,mean,M07,valid,1.0,60,67.18653837827867
o4-mini,2,5,raw_bt_abs,mean,M08,invalid,0.9830920580649817,60,38.42251964001947
o4-mini,2,5,raw_bt_abs,mean,M08,valid,1.0,59,35.681381044121984
o4-mini,2,5,raw_bt_abs,mean,S01,invalid,0.09515270008544882,59,105.69542615932316
o4-mini,2,5,raw_bt_abs,mean,S01,valid,1.0,60,28.59825702244208
o4-mini,2,5,raw_bt_abs,mean,S02,invalid,0.9328133732574027,60,103.39353238356817
o4-mini,2,5,raw_bt_abs,mean,S02,valid,1.0,60,42.89971590265609
o4-mini,2,5,raw_bt_abs,mean,S03,invalid,0.33958802861728205,60,37.52438790152726
o4-mini,2,5,raw_bt_abs,mean,S03,valid,0.9809472223445113,60,28.17958856576475
o4-mini,2,5,raw_bt_abs,mean,S04,invalid,0.06712300604903353,60,89.21335358511075
o4-mini,2,5,raw_bt_abs,mean,S04,valid,0.3686265789431153,60,34.51368571743509
o4-mini,2,5,raw_bt_abs,mean,S05,invalid,0.06397883472864666,60,92.13008174163265
o4-mini,2,5,raw_bt_abs,mean,S05,valid,1.0,60,11.358906861915322
o4-mini,2,5,raw_bt_abs,mean,S06,invalid,0.7737696669768779,60,29.10275528943094
o4-mini,2,5,raw_bt_abs,mean,S06,valid,1.0,60,55.4811488477474
o4-mini,2,5,raw_bt_abs,mean,S07,invalid,0.556240513323861,59,53.74707351076032
o4-mini,2,5,raw_bt_abs,mean,S07,valid,1.0,60,29.60574025951078
o4-mini,2,5,raw_bt_abs,mean,S08,invalid,0.09055216097768094,56,94.38306883506878
o4-mini,2,5,raw_bt_abs,mean,S08,valid,1.0,60,19.370685083809477
o4-mini,2,5,raw_bt_abs,median,L01,invalid,0.4306020834076443,60,15.50902964415459
o4-mini,2,5,raw_bt_abs,median,L01,valid,0.9845023966943844,60,38.82884320860081
o4-mini,2,5,raw_bt_abs,median,L02,invalid,1.0,60,52.5227063065912
o4-mini,2,5,raw_bt_abs,median,L02,valid,1.0,60,49.51505555675053
o4-mini,2,5,raw_bt_abs,median,L03,invalid,0.015121865822012323,59,91.51732489905062
o4-mini,2,5,raw_bt_abs,median,L03,valid,1.0,60,48.7062836919458
o4-mini,2,5,raw_bt_abs,median,L04,invalid,0.982175877159187,60,10.843189434194233
o4-mini,2,5,raw_bt_abs,median,L04,valid,1.0,60,56.95316374088993
o4-mini,2,5,raw_bt_abs,median,L07,invalid,0.2511832251568205,58,54.50529742010446
o4-mini,2,5,raw_bt_abs,median,L07,valid,1.0,60,31.60983066386084
o4-mini,2,5,raw_bt_abs,median,L08,invalid,0.8829459298460658,60,29.80802453602317
o4-mini,2,5,raw_bt_abs,median,L08,valid,1.0,60,36.051181899520714
o4-mini,2,5,raw_bt_abs,median,M01,invalid,0.976073755608592,60,43.86022786704092
o4-mini,2,5,raw_bt_abs,median,M01,valid,1.0,60,45.640430758011405
o4-mini,2,5,raw_bt_abs,median,M02,invalid,0.1154059785776475,59,98.16251609320555
o4-mini,2,5,raw_bt_abs,median,M02,valid,1.0,60,26.581771236610713
o4-mini,2,5,raw_bt_abs,median,M03,invalid,0.866266757075252,60,43.69121749839189
o4-mini,2,5,raw_bt_abs,median,M03,valid,1.0,60,33.2338577251705
o4-mini,2,5,raw_bt_abs,median,M04,invalid,0.013007925923565483,59,88.97108468659383
o4-mini,2,5,raw_bt_abs,median,M04,valid,0.982123580065428,60,32.39784541733905
o4-mini,2,5,raw_bt_abs,median,M05,invalid,0.916967557849793,59,23.976643368221154
o4-mini,2,5,raw_bt_abs,median,M05,valid,1.0,60,22.49555054473258
o4-mini,2,5,raw_bt_abs,median,M06,invalid,1.0,59,11.582898366099519
o4-mini,2,5,raw_bt_abs,median,M06,valid,1.0,60,57.09788761219436
o4-mini,2,5,raw_bt_abs,median,M07,invalid,0.3318614388248123,60,69.96565231167455
o4-mini,2,5,raw_bt_abs,median,M07,valid,1.0,60,67.18653837827867
o4-mini,2,5,raw_bt_abs,median,M08,invalid,0.9830920580649817,60,38.42251964001947
o4-mini,2,5,raw_bt_abs,median,M08,valid,1.0,59,35.681381044121984
o4-mini,2,5,raw_bt_abs,median,S01,invalid,0.09515270008544882,59,105.69542615932316
o4-mini,2,5,raw_bt_abs,median,S01,valid,1.0,60,28.59825702244208
o4-mini,2,5,raw_bt_abs,median,S02,invalid,0.9328133732574027,60,103.39353238356817
o4-mini,2,5,raw_bt_abs,median,S02,valid,1.0,60,42.89971590265609
o4-mini,2,5,raw_bt_abs,median,S03,invalid,0.33958802861728205,60,37.52438790152726
o4-mini,2,5,raw_bt_abs,median,S03,valid,0.9809472223445113,60,28.17958856576475
o4-mini,2,5,raw_bt_abs,median,S04,invalid,0.06712300604903353,60,89.21335358511075
o4-mini,2,5,raw_bt_abs,median,S04,valid,0.3686265789431153,60,34.51368571743509
o4-mini,2,5,raw_bt_abs,median,S05,invalid,0.06397883472864666,60,92.13008174163265
o4-mini,2,5,raw_bt_abs,median,S05,valid,1.0,60,11.358906861915322
o4-mini,2,5,raw_bt_abs,median,S06,invalid,0.7737696669768779,60,29.10275528943094
o4-mini,2,5,raw_bt_abs,median,S06,valid,1.0,60,55.4811488477474
o4-mini,2,5,raw_bt_abs,median,S07,invalid,0.556240513323861,59,53.74707351076032
o4-mini,2,5,raw_bt_abs,median,S07,valid,1.0,60,29.60574025951078
o4-mini,2,5,raw_bt_abs,median,S08,invalid,0.09055216097768094,56,94.38306883506878
o4-mini,2,5,raw_bt_abs,median,S08,valid,1.0,60,19.370685083809477
o4-mini,2,5,raw_bt_abs,min,L01,invalid,0.43333333333333335,60,1.319149078841616
o4-mini,2,5,raw_bt_abs,min,L01,valid,0.9833333333333334,60,33.89705224104706
o4-mini,2,5,raw_bt_abs,min,L02,invalid,1.0,60,39.119250047859964
o4-mini,2,5,raw_bt_abs,min,L02,valid,1.0,60,35.96687429288259
o4-mini,2,5,raw_bt_abs,min,L03,invalid,0.011895164578135305,59,66.1768067729007
o4-mini,2,5,raw_bt_abs,min,L03,valid,1.0,60,41.984477895175715
o4-mini,2,5,raw_bt_abs,min,L04,invalid,0.9827070781693501,60,10.369266833930796
o4-mini,2,5,raw_bt_abs,min,L04,valid,1.0,60,51.5750230462728
o4-mini,2,5,raw_bt_abs,min,L07,invalid,0.03871971133347743,58,28.37027267998613
o4-mini,2,5,raw_bt_abs,min,L07,valid,1.0,60,26.39914583877529
o4-mini,2,5,raw_bt_abs,min,L08,invalid,0.8790256974836389,60,5.361517573325406
o4-mini,2,5,raw_bt_abs,min,L08,valid,1.0,60,31.392462324138023
o4-mini,2,5,raw_bt_abs,min,M01,invalid,0.9666666666666667,60,30.954491684428532
o4-mini,2,5,raw_bt_abs,min,M01,valid,1.0,60,36.40044396598278
o4-mini,2,5,raw_bt_abs,min,M02,invalid,0.11339374664309891,59,85.169068426369
o4-mini,2,5,raw_bt_abs,min,M02,valid,1.0,60,3.115076323994284
o4-mini,2,5,raw_bt_abs,min,M03,invalid,0.8655494922645808,60,31.279873412013366
o4-mini,2,5,raw_bt_abs,min,M03,valid,1.0,60,20.47931592083308
o4-mini,2,5,raw_bt_abs,min,M04,invalid,0.01694915254237288,59,60.362399895559804
o4-mini,2,5,raw_bt_abs,min,M04,valid,0.9790956131992328,60,18.497398660817478
o4-mini,2,5,raw_bt_abs,min,M05,invalid,0.9296504591387126,59,4.877061088657576
o4-mini,2,5,raw_bt_abs,min,M05,valid,1.0,60,14.26353408899988
o4-mini,2,5,raw_bt_abs,min,M06,invalid,1.0,59,7.4473532456525655
o4-mini,2,5,raw_bt_abs,min,M06,valid,1.0,60,49.11823989660572
o4-mini,2,5,raw_bt_abs,min,M07,invalid,0.18972361562365178,60,57.20452497509021
o4-mini,2,5,raw_bt_abs,min,M07,valid,1.0,60,58.58030199975422
o4-mini,2,5,raw_bt_abs,min,M08,invalid,0.9833333333333333,60,32.82802617681177
o4-mini,2,5,raw_bt_abs,min,M08,valid,1.0,59,28.430643361279593
o4-mini,2,5,raw_bt_abs,min,S01,invalid,0.09580219191915218,59,84.45945198714527
o4-mini,2,5,raw_bt_abs,min,S01,valid,1.0,60,13.309361897774407
o4-mini,2,5,raw_bt_abs,min,S02,invalid,0.9322199317263904,60,96.5698425683194
o4-mini,2,5,raw_bt_abs,min,S02,valid,1.0,60,40.56887549679356
o4-mini,2,5,raw_bt_abs,min,S03,invalid,0.0627686216395513,60,16.252405818949295
o4-mini,2,5,raw_bt_abs,min,S03,valid,0.9773023170310806,60,22.2979420274941
o4-mini,2,5,raw_bt_abs,min,S04,invalid,0.06666666666666667,60,86.08549637358915
o4-mini,2,5,raw_bt_abs,min,S04,valid,0.4657163933623962,60,11.111163646802497
o4-mini,2,5,raw_bt_abs,min,S05,invalid,0.06666666666666667,60,86.47718989906764
o4-mini,2,5,raw_bt_abs,min,S05,valid,1.0,60,2.3084973788026923
o4-mini,2,5,raw_bt_abs,min,S06,invalid,0.8666666666666667,60,15.292668383149278
o4-mini,2,5,raw_bt_abs,min,S06,valid,1.0,60,52.6058209253578
o4-mini,2,5,raw_bt_abs,min,S07,invalid,0.5459321716528857,59,46.097697482953514
o4-mini,2,5,raw_bt_abs,min,S07,valid,1.0,60,22.95925493405674
o4-mini,2,5,raw_bt_abs,min,S08,invalid,0.08928571428571427,56,77.38562135912436
o4-mini,2,5,raw_bt_abs,min,S08,valid,1.0,60,16.615993138550802
o4-mini,2,5,raw_bt_abs,sum,L01,invalid,0.4306020834076443,60,31.01805928830918
o4-mini,2,5,raw_bt_abs,sum,L01,valid,0.9845023966943844,60,77.65768641720162
o4-mini,2,5,raw_bt_abs,sum,L02,invalid,1.0,60,105.0454126131824
o4-mini,2,5,raw_bt_abs,sum,L02,valid,1.0,60,99.03011111350106
o4-mini,2,5,raw_bt_abs,sum,L03,invalid,0.015121865822012323,59,183.03464979810124
o4-mini,2,5,raw_bt_abs,sum,L03,valid,1.0,60,97.4125673838916
o4-mini,2,5,raw_bt_abs,sum,L04,invalid,0.982175877159187,60,21.686378868388466
o4-mini,2,5,raw_bt_abs,sum,L04,valid,1.0,60,113.90632748177985
o4-mini,2,5,raw_bt_abs,sum,L07,invalid,0.2511832251568205,58,109.01059484020892
o4-mini,2,5,raw_bt_abs,sum,L07,valid,1.0,60,63.21966132772168
o4-mini,2,5,raw_bt_abs,sum,L08,invalid,0.8829459298460658,60,59.61604907204634
o4-mini,2,5,raw_bt_abs,sum,L08,valid,1.0,60,72.10236379904143
o4-mini,2,5,raw_bt_abs,sum,M01,invalid,0.976073755608592,60,87.72045573408184
o4-mini,2,5,raw_bt_abs,sum,M01,valid,1.0,60,91.28086151602281
o4-mini,2,5,raw_bt_abs,sum,M02,invalid,0.1154059785776475,59,196.3250321864111
o4-mini,2,5,raw_bt_abs,sum,M02,valid,1.0,60,53.163542473221426
o4-mini,2,5,raw_bt_abs,sum,M03,invalid,0.866266757075252,60,87.38243499678379
o4-mini,2,5,raw_bt_abs,sum,M03,valid,1.0,60,66.467715450341
o4-mini,2,5,raw_bt_abs,sum,M04,invalid,0.013007925923565483,59,177.94216937318765
o4-mini,2,5,raw_bt_abs,sum,M04,valid,0.982123580065428,60,64.7956908346781
o4-mini,2,5,raw_bt_abs,sum,M05,invalid,0.916967557849793,59,47.95328673644231
o4-mini,2,5,raw_bt_abs,sum,M05,valid,1.0,60,44.99110108946516
o4-mini,2,5,raw_bt_abs,sum,M06,invalid,1.0,59,23.165796732199038
o4-mini,2,5,raw_bt_abs,sum,M06,valid,1.0,60,114.19577522438873
o4-mini,2,5,raw_bt_abs,sum,M07,invalid,0.3318614388248123,60,139.9313046233491
o4-mini,2,5,raw_bt_abs,sum,M07,valid,1.0,60,134.37307675655734
o4-mini,2,5,raw_bt_abs,sum,M08,invalid,0.9830920580649817,60,76.84503928003895
o4-mini,2,5,raw_bt_abs,sum,M08,valid,1.0,59,71.36276208824397
o4-mini,2,5,raw_bt_abs,sum,S01,invalid,0.09515270008544882,59,211.39085231864632
o4-mini,2,5,raw_bt_abs,sum,S01,valid,1.0,60,57.19651404488416
o4-mini,2,5,raw_bt_abs,sum,S02,invalid,0.9328133732574027,60,206.78706476713634
o4-mini,2,5,raw_bt_abs,sum,S02,valid,1.0,60,85.79943180531218
o4-mini,2,5,raw_bt_abs,sum,S03,invalid,0.33958802861728205,60,75.04877580305453
o4-mini,2,5,raw_bt_abs,sum,S03,valid,0.9809472223445113,60,56.3591771315295
o4-mini,2,5,raw_bt_abs,sum,S04,invalid,0.06712300604903353,60,178.4267071702215
o4-mini,2,5,raw_bt_abs,sum,S04,valid,0.3686265789431153,60,69.02737143487018
o4-mini,2,5,raw_bt_abs,sum,S05,invalid,0.06397883472864666,60,184.2601634832653
o4-mini,2,5,raw_bt_abs,sum,S05,valid,1.0,60,22.717813723830645
o4-mini,2,5,raw_bt_abs,sum,S06,invalid,0.7737696669768779,60,58.20551057886188
o4-mini,2,5,raw_bt_abs,sum,S06,valid,1.0,60,110.9622976954948
o4-mini,2,5,raw_bt_abs,sum,S07,invalid,0.556240513323861,59,107.49414702152065
o4-mini,2,5,raw_bt_abs,sum,S07,valid,1.0,60,59.21148051902156
o4-mini,2,5,raw_bt_abs,sum,S08,invalid,0.09055216097768094,56,188.76613767013757
o4-mini,2,5,raw_bt_abs,sum,S08,valid,1.0,60,38.74137016761895
o4-mini,3,5,ads_hinged,lead,L01,invalid,0.25,60,14.157749059315455
o4-mini,3,5,ads_hinged,lead,L01,valid,1.0,60,46.57436099773283
o4-mini,3,5,ads_hinged,lead,L02,invalid,0.9877779633846949,60,56.19310486293487
o4-mini,3,5,ads_hinged,lead,L02,valid,1.0,60,63.54852643269894
o4-mini,3,5,ads_hinged,lead,L03,invalid,0.0,59,60.74216437506674
o4-mini,3,5,ads_hinged,lead,L03,valid,1.0,60,51.717535597563284
o4-mini,3,5,ads_hinged,lead,L04,invalid,1.0,60,0.29426328299945514
o4-mini,3,5,ads_hinged,lead,L04,valid,1.0,60,65.15712656574829
o4-mini,3,5,ads_hinged,lead,L07,invalid,0.25,58,23.038791452143506
o4-mini,3,5,ads_hinged,lead,L07,valid,1.0,60,46.553573191333975
o4-mini,3,5,ads_hinged,lead,L08,invalid,0.9,60,14.840491265444449
o4-mini,3,5,ads_hinged,lead,L08,valid,1.0,60,49.50339645879964
o4-mini,3,5,ads_hinged,lead,M01,invalid,0.9272697421957202,60,46.68102351669146
o4-mini,3,5,ads_hinged,lead,M01,valid,1.0,60,53.73758573884409
o4-mini,3,5,ads_hinged,lead,M02,invalid,0.08680253155756532,59,101.58512368602766
o4-mini,3,5,ads_hinged,lead,M02,valid,1.0,60,26.544720886333362
o4-mini,3,5,ads_hinged,lead,M03,invalid,0.7094432256345291,60,29.471594361780923
o4-mini,3,5,ads_hinged,lead,M03,valid,1.0,60,30.212373623220664
o4-mini,3,5,ads_hinged,lead,M04,invalid,0.008365479614251539,59,102.90789470263414
o4-mini,3,5,ads_hinged,lead,M04,valid,0.9635086223681001,60,40.632892816890035
o4-mini,3,5,ads_hinged,lead,M05,invalid,0.95,59,0.18663751593258393
o4-mini,3,5,ads_hinged,lead,M05,valid,1.0,60,23.99659179138746
o4-mini,3,5,ads_hinged,lead,M06,invalid,1.0,59,6.137705793790231
o4-mini,3,5,ads_hinged,lead,M06,valid,1.0,60,65.61271275474778
o4-mini,3,5,ads_hinged,lead,M07,invalid,0.4819529917366849,60,72.99372194587131
o4-mini,3,5,ads_hinged,lead,M07,valid,1.0,60,84.89387154191101
o4-mini,3,5,ads_hinged,lead,M08,invalid,0.9813762723885807,60,30.18347694255889
o4-mini,3,5,ads_hinged,lead,M08,valid,1.0,59,51.974858662370316
o4-mini,3,5,ads_hinged,lead,S01,invalid,0.05732038894340807,59,117.36056025748663
o4-mini,3,5,ads_hinged,lead,S01,valid,1.0,60,33.43524421886112
o4-mini,3,5,ads_hinged,lead,S02,invalid,0.9521693017481812,60,92.46112158840886
o4-mini,3,5,ads_hinged,lead,S02,valid,1.0,60,50.94906693935938
o4-mini,3,5,ads_hinged,lead,S03,invalid,0.05,60,12.70061499869476
o4-mini,3,5,ads_hinged,lead,S03,valid,1.0,60,41.331267497042255
o4-mini,3,5,ads_hinged,lead,S04,invalid,0.05000000000000001,60,81.33714628670849
o4-mini,3,5,ads_hinged,lead,S04,valid,0.8675203791078945,60,25.91683047809965
o4-mini,3,5,ads_hinged,lead,S05,invalid,0.050814517640031844,60,79.32871779694898
o4-mini,3,5,ads_hinged,lead,S05,valid,1.0,60,19.53760579531901
o4-mini,3,5,ads_hinged,lead,S06,invalid,0.9494749134419432,60,7.3357758947109915
o4-mini,3,5,ads_hinged,lead,S06,valid,1.0,60,68.08953447252458
o4-mini,3,5,ads_hinged,lead,S07,invalid,0.42691205165331575,59,36.526857408939065
o4-mini,3,5,ads_hinged,lead,S07,valid,1.0,60,45.9852832873524
o4-mini,3,5,ads_hinged,lead,S08,invalid,0.11110891668090621,56,87.80225698085364
o4-mini,3,5,ads_hinged,lead,S08,valid,1.0,60,27.707444206880364
o4-mini,3,5,ads_hinged,max,L01,invalid,0.23333333333333334,60,21.23662358897318
o4-mini,3,5,ads_hinged,max,L01,valid,1.0,60,58.94089723220236
o4-mini,3,5,ads_hinged,max,L02,invalid,0.9833333333333334,60,63.68583173952821
o4-mini,3,5,ads_hinged,max,L02,valid,1.0,60,73.11976539459877
o4-mini,3,5,ads_hinged,max,L03,invalid,0.0,59,107.28700295118611
o4-mini,3,5,ads_hinged,max,L03,valid,1.0,60,72.39672349145332
o4-mini,3,5,ads_hinged,max,L04,invalid,1.0,60,1.947456911464867
o4-mini,3,5,ads_hinged,max,L04,valid,1.0,60,77.04707480149703
o4-mini,3,5,ads_hinged,max,L07,invalid,0.38527144088080617,58,75.65090421794679
o4-mini,3,5,ads_hinged,max,L07,valid,1.0,60,46.92240917883196
o4-mini,3,5,ads_hinged,max,L08,invalid,0.8833333333333334,60,44.521473796333346
o4-mini,3,5,ads_hinged,max,L08,valid,1.0,60,50.44295917729098
o4-mini,3,5,ads_hinged,max,M01,invalid,0.9,60,59.41081828401672
o4-mini,3,5,ads_hinged,max,M01,valid,1.0,60,64.6134752524276
o4-mini,3,5,ads_hinged,max,M02,invalid,0.0847457627118644,59,107.5984358506431
o4-mini,3,5,ads_hinged,max,M02,valid,1.0,60,59.781523851614715
o4-mini,3,5,ads_hinged,max,M03,invalid,0.7333333333333333,60,46.369503882382844
o4-mini,3,5,ads_hinged,max,M03,valid,1.0,60,67.00294996985114
o4-mini,3,5,ads_hinged,max,M04,invalid,0.01694915254237288,59,127.6631537711513
o4-mini,3,5,ads_hinged,max,M04,valid,0.9666666666666667,60,56.03134987624819
o4-mini,3,5,ads_hinged,max,M05,invalid,0.9742888289093137,59,64.81245023045099
o4-mini,3,5,ads_hinged,max,M05,valid,1.0,60,41.27341976699435
o4-mini,3,5,ads_hinged,max,M06,invalid,1.0,59,9.053116045840591
o4-mini,3,5,ads_hinged,max,M06,valid,1.0,60,80.62776572771615
o4-mini,3,5,ads_hinged,max,M07,invalid,0.48333333333333334,60,73.45875088754552
o4-mini,3,5,ads_hinged,max,M07,valid,1.0,60,93.18412746179563
o4-mini,3,5,ads_hinged,max,M08,invalid,0.9830672496381097,60,34.84017962505297
o4-mini,3,5,ads_hinged,max,M08,valid,1.0,59,59.14069211215302
o4-mini,3,5,ads_hinged,max,S01,invalid,0.05084745762711864,59,132.30067489131645
o4-mini,3,5,ads_hinged,max,S01,valid,1.0,60,53.620209849497336
o4-mini,3,5,ads_hinged,max,S02,invalid,0.9500000000000001,60,100.48416449642936
o4-mini,3,5,ads_hinged,max,S02,valid,1.0,60,58.65459421236389
o4-mini,3,5,ads_hinged,max,S03,invalid,0.3452152892623253,60,60.02477956735103
o4-mini,3,5,ads_hinged,max,S03,valid,1.0,60,43.79429280642297
o4-mini,3,5,ads_hinged,max,S04,invalid,0.05000000000000001,60,83.82950009446195
o4-mini,3,5,ads_hinged,max,S04,valid,0.7333333333333334,60,67.64926549045525
o4-mini,3,5,ads_hinged,max,S05,invalid,0.04221931608082073,60,95.47882116653675
o4-mini,3,5,ads_hinged,max,S05,valid,1.0,60,34.690619563644994
o4-mini,3,5,ads_hinged,max,S06,invalid,0.9047153223799295,60,58.13571048496442
o4-mini,3,5,ads_hinged,max,S06,valid,1.0,60,69.05998903000027
o4-mini,3,5,ads_hinged,max,S07,invalid,0.43803239779870085,59,63.53532992351876
o4-mini,3,5,ads_hinged,max,S07,valid,1.0,60,50.602043480368465
o4-mini,3,5,ads_hinged,max,S08,invalid,0.10768292282295013,56,110.66350789338658
o4-mini,3,5,ads_hinged,max,S08,valid,1.0,60,35.33022857306011
o4-mini,3,5,ads_hinged,mean,L01,invalid,0.22606042241814697,60,12.130755916443704
o4-mini,3,5,ads_hinged,mean,L01,valid,1.0,60,49.96047697898146
o4-mini,3,5,ads_hinged,mean,L02,invalid,0.9857142857142857,60,40.79190999694082
o4-mini,3,5,ads_hinged,mean,L02,valid,1.0,60,62.27679081064169
o4-mini,3,5,ads_hinged,mean,L03,invalid,0.0,59,77.27892721438052
o4-mini,3,5,ads_hinged,mean,L03,valid,1.0,60,59.12793450329249
o4-mini,3,5,ads_hinged,mean,L04,invalid,1.0,60,0.7717620050713954
o4-mini,3,5,ads_hinged,mean,L04,valid,1.0,60,68.15818119005922
o4-mini,3,5,ads_hinged,mean,L07,invalid,0.3732520028242261,58,44.03198109189946
o4-mini,3,5,ads_hinged,mean,L07,valid,1.0,60,39.790411418302234
o4-mini,3,5,ads_hinged,mean,L08,invalid,0.8928571428571428,60,17.313906476351857
o4-mini,3,5,ads_hinged,mean,L08,valid,1.0,60,44.309629969988336
o4-mini,3,5,ads_hinged,mean,M01,invalid,0.9055204598432948,60,36.307449764303264
o4-mini,3,5,ads_hinged,mean,M01,valid,1.0,60,53.199816989188065
o4-mini,3,5,ads_hinged,mean,M02,invalid,0.09232691538001218,59,87.50486515609785
o4-mini,3,5,ads_hinged,mean,M02,valid,1.0,60,27.280683962178422
o4-mini,3,5,ads_hinged,mean,M03,invalid,0.7399160272564047,60,31.229204227261633
o4-mini,3,5,ads_hinged,mean,M03,valid,1.0,60,43.661531644657416
o4-mini,3,5,ads_hinged,mean,M04,invalid,0.01643550116857311,59,84.24863401568352
o4-mini,3,5,ads_hinged,mean,M04,valid,0.9713405609836566,60,34.74018881680787
o4-mini,3,5,ads_hinged,mean,M05,invalid,0.9742544933144978,59,21.75657071482861
o4-mini,3,5,ads_hinged,mean,M05,valid,1.0,60,31.059804270533416
o4-mini,3,5,ads_hinged,mean,M06,invalid,1.0,59,3.529180831429383
o4-mini,3,5,ads_hinged,mean,M06,valid,1.0,60,68.92737662346528
o4-mini,3,5,ads_hinged,mean,M07,invalid,0.46428571428571425,60,56.59205025835994
o4-mini,3,5,ads_hinged,mean,M07,valid,1.0,60,78.40663222019363
o4-mini,3,5,ads_hinged,mean,M08,invalid,0.9829016331333086,60,29.963584053023244
o4-mini,3,5,ads_hinged,mean,M08,valid,1.0,59,46.58545699263969
o4-mini,3,5,ads_hinged,mean,S01,invalid,0.057516393549354276,59,96.45372186914477
o4-mini,3,5,ads_hinged,mean,S01,valid,1.0,60,34.91709681916012
o4-mini,3,5,ads_hinged,mean,S02,invalid,0.9486896979283749,60,92.0544983184327
o4-mini,3,5,ads_hinged,mean,S02,valid,1.0,60,53.35579259531632
o4-mini,3,5,ads_hinged,mean,S03,invalid,0.34341097353179306,60,30.59210568802931
o4-mini,3,5,ads_hinged,mean,S03,valid,1.0,60,36.15734953117717
o4-mini,3,5,ads_hinged,mean,S04,invalid,0.049999999999999996,60,80.10752265193813
o4-mini,3,5,ads_hinged,mean,S04,valid,0.7326476473913315,60,35.76143255356079
o4-mini,3,5,ads_hinged,mean,S05,invalid,0.046798127849434976,60,84.06593918674434
o4-mini,3,5,ads_hinged,mean,S05,valid,1.0,60,21.560349016827473
o4-mini,3,5,ads_hinged,mean,S06,invalid,0.9096421423574357,60,23.825046121308148
o4-mini,3,5,ads_hinged,mean,S06,valid,1.0,60,64.7409911880763
o4-mini,3,5,ads_hinged,mean,S07,invalid,0.43075836353484104,59,45.75835315891639
o4-mini,3,5,ads_hinged,mean,S07,valid,1.0,60,39.43168294992171
o4-mini,3,5,ads_hinged,mean,S08,invalid,0.10749358444448412,56,89.89744082202105
o4-mini,3,5,ads_hinged,mean,S08,valid,1.0,60,29.908773987454783
o4-mini,3,5,ads_hinged,median,L01,invalid,0.2158693629113566,60,15.15564416035793
